,PlaylistName,PlaylistURL,PlaylistID,Followers,NumberTracks,Duration,Owner,OwnerURL,Number of Tracks,Description,Collaborative,ImageURL
0,Grief Mix,https://open.spotify.com/playlist/37i9dQZF1EId30WxHM3lUZ,37i9dQZF1EId30WxHM3lUZ,0,50,0,Spotify,https://open.spotify.com/user/spotify,50,Grief music picked just for you,False,https://seed-mix-image.spotifycdn.com/v6/img/desc/Grief/en/large
1,if my grief were a playlist #27,https://open.spotify.com/playlist/7rylcxfWTcOYmGuEYfK59V,7rylcxfWTcOYmGuEYfK59V,17,113,0,Case MxCúlloch,https://open.spotify.com/user/12183438311,113,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb4f1e6b2bcb80acbb68cb7399
2,Cathartic Mix,https://open.spotify.com/playlist/37i9dQZF1EIhcCMJircj9A,37i9dQZF1EIhcCMJircj9A,0,50,0,Spotify,https://open.spotify.com/user/spotify,50,Cathartic music picked just for you,False,https://seed-mix-image.spotifycdn.com/v6/img/desc/Cathartic/en/large
3,Quiet Sad Mix,https://open.spotify.com/playlist/37i9dQZF1EIgQSl88QXPwP,37i9dQZF1EIgQSl88QXPwP,0,50,0,Spotify,https://open.spotify.com/user/spotify,50,Quiet Sad music picked just for you,False,https://seed-mix-image.spotifycdn.com/v6/img/desc/Quiet%20Sad/en/large
4,coping with grief 🫶🏻🕊️,https://open.spotify.com/playlist/1OFKLr7tudHK8FA3WRtHQU,1OFKLr7tudHK8FA3WRtHQU,958,60,0,Miranda Parker,https://open.spotify.com/user/1250124705,60,,False,https://mosaic.scdn.co/640/ab67616d0000b2731917a0f3f4152622a040913fab67616d0000b27352a56df14c3a5e318925787cab67616d0000b273bfedccaca3c8425fdc0a7c73ab67616d0000b273e77c5f6fff6f4fe0b2d2517c
5,my mom died and i don't know where to put the grief ,https://open.spotify.com/playlist/51ixfH3ZRpvrAaynsrVH5w,51ixfH3ZRpvrAaynsrVH5w,155,49,0,winnie blay,https://open.spotify.com/user/winnie_blay,49,it is the size of a blue whale ,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb99e3869160ad52c9dde9879f
6,"Death, Loss & Grief - sad songs",https://open.spotify.com/playlist/1nkuDxJt0Pr75lu0u7GSOt,1nkuDxJt0Pr75lu0u7GSOt,1922,143,0,your own kind of music,https://open.spotify.com/user/marinuz,143,"Sad songs about sickness, death, loss, hospital visits, dying, addiction, funerals &amp; loss. For loved ones. Kate Bush, Taylor Swift, Sufjan Stevens, Dolly Parton, Smiths, Phoebe Bridges, Eels, Nick Cave &amp; Ed Sheeran (Visiting Hours). 70s, 80s, 90s, 00s, 10s, 20s. Cover art: Edvard Munch",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbf2d5c59ccd6adf8cdca91a48
7,Coping With Loss,https://open.spotify.com/playlist/37i9dQZF1DWVxpHBekDUXK,37i9dQZF1DWVxpHBekDUXK,147895,50,0,Spotify,https://open.spotify.com/user/spotify,50,When someone you love becomes a memory... find solace in these songs.,False,https://i.scdn.co/image/ab67706f0000000353bacd4b66b1f2610a1d886b
8,Songs for loss and grief ,https://open.spotify.com/playlist/0QyrjsBCOz6YLtBrMlZFs0,0QyrjsBCOz6YLtBrMlZFs0,1265,55,0,Eloïse,https://open.spotify.com/user/5h4crl61rrbtsduogy05tav9h,55,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbd46a97f25b7a940c9617fb2e
9,Grieving the passing of a loved one,https://open.spotify.com/playlist/3UpuZiT9SjoSPgHMwgKsqA,3UpuZiT9SjoSPgHMwgKsqA,17666,99,0,Your imaginary companion,https://open.spotify.com/user/xnllfxqbcz0y30ptl48xu5ylo,99,"I’m so sorry for your loss, take your time to heal and take care of yourself&lt;3",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbf4548a80f29dcc0fe5bad477
10,my dad is dead and i dont think i'll recover,https://open.spotify.com/playlist/7wHtrEvcjkLqljMAjwWBVa,7wHtrEvcjkLqljMAjwWBVa,306,170,0,𖤐 kurt/roddy 𖤐,https://open.spotify.com/user/cliffordsreject,170,dead dad songs for when he’s dead and you’re left grieving &#x2F;&#x2F; unresolved parental issues,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbd1d4bea1af866beb6f834ccb
11,Grief in Hip Hop,https://open.spotify.com/playlist/6sbhWZgn0XJDv8bj826V5g,6sbhWZgn0XJDv8bj826V5g,15,12,0,javiespinoza,https://open.spotify.com/user/javiespinoza,12,National Suicide Prevention Lifeline: 1-800-273-8255,False,https://mosaic.scdn.co/640/ab67616d0000b273063a15973ff7731d245655a0ab67616d0000b27380ed8fe3bc537839f250ee8aab67616d0000b273d684ea63f359ff9a83c10bc8ab67616d0000b273e71dd15fc5bdefd5bff70452
12,Songs about grief and death,https://open.spotify.com/playlist/2NvMKURzwxjiC4pOabw04v,2NvMKURzwxjiC4pOabw04v,656,31,0,theo,https://open.spotify.com/user/fwqhonxwlwiywvmmxjkpt1h6v,31,,False,https://mosaic.scdn.co/640/ab67616d0000b2731d48c62a7b6b494a42032bb5ab67616d0000b27359b8b957f164ce660919f1f4ab67616d0000b273820e2ac14772ae3162c6d479ab67616d0000b273c985bcc18dd81da80839e5a9
13,Memorial Songs/Songs for Grief,https://open.spotify.com/playlist/5R8lAZ80vmj95DdboKOECN,5R8lAZ80vmj95DdboKOECN,338,89,0,aims,https://open.spotify.com/user/saidthebutterfly,89,,False,https://mosaic.scdn.co/640/ab67616d0000b2734030bcd7ed0469896d86c3b2ab67616d0000b273cd1c5e0054c122d9aa3f829aab67616d0000b273ef1660da660519148cb7f0d4ab67616d0000b273f77cc81c4679525b9f6b4447
14,grief is love with nowhere to go,https://open.spotify.com/playlist/0nqP5XzbgjIXdqTs9R7Mul,0nqP5XzbgjIXdqTs9R7Mul,162,208,0,aisha35,https://open.spotify.com/user/aisha35,208,"mourning the death of a loved one, coping loss. listen only in case of emergency, hurts too much to listen to. songs about parents, rip monk gyatso",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb96c5e16ec3dab87fcc9e6faf
15,songs about losing someone,https://open.spotify.com/playlist/2QZlwn4jrL15gilseQzn7R,2QZlwn4jrL15gilseQzn7R,6193,142,0,maudie200,https://open.spotify.com/user/j1b01rti3h2ghvn2pw0qh0oc9,142,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb788246c6173f1cf313980bd4
16,"what died didn't stay dead, you're alive in my head",https://open.spotify.com/playlist/3EPl3ukaUMIlJ87KscF8aV,3EPl3ukaUMIlJ87KscF8aV,1035,26,0,indie-is-the-bomb.com,https://open.spotify.com/user/indie-is-the-bomb.com,26,"perhaps it is the greater grief, after all, to be left on earth when another is gone.",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb8d0e95b40aa5f5a25fddb82a
17,Losing someone to suicide/ coping with grief ,https://open.spotify.com/playlist/6C3mxqvMYNwRX8UN2wO8RF,6C3mxqvMYNwRX8UN2wO8RF,120,35,0,Lindsay Ariin,https://open.spotify.com/user/12154825677,35,,False,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000bebb7bac5b9d4a6730586a512f3a
18,"let me sleep, i am tired of my grief.",https://open.spotify.com/playlist/6vfc5I4KkuEaFkeMEXd6Ri,6vfc5I4KkuEaFkeMEXd6Ri,1210,74,0,chasey,https://open.spotify.com/user/a9g23poxzkn51qvqu16srokke,74,"oh darling, you’re relapsing arent you? ",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb1824d75744483a3f7c1dce27
19,Loved one passed away 🕊,https://open.spotify.com/playlist/21IngzGNxvL9E02dAsxJcO,21IngzGNxvL9E02dAsxJcO,4192,74,0,Maya the swiftie,https://open.spotify.com/user/31h73p5jpacccor7t7a5ldz5wpku,74,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbfb7d3ae15d7bffa7081ba890
20,Reflection,https://open.spotify.com/playlist/37i9dQZF1DWSZXCWJ6tnaz,37i9dQZF1DWSZXCWJ6tnaz,38743,40,0,Spotify,https://open.spotify.com/user/spotify,40,"A safe space for reflecting and remembering. Soft, instrumental music to bring you comfort and strength. ",False,https://i.scdn.co/image/ab67706f00000003d592eaff29575040685c78db
21,the mourning of a loss,https://open.spotify.com/playlist/1MXLd0oNbq1l4cYvFmnbik,1MXLd0oNbq1l4cYvFmnbik,4678,67,0,maddi,https://open.spotify.com/user/maddi.ansleyy,67,"to mourn is to: &#x27;express sorrow for someone&#x27;s death.&#x27; a noun, with synonyms including; grief &amp; lamentation.",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb2098e78a4eb8ecacfec95e47
22,"Songs about death, loss and grief",https://open.spotify.com/playlist/0emy5VfOb3iFVPKb23aEP6,0emy5VfOb3iFVPKb23aEP6,15126,197,0,Fog Honour,https://open.spotify.com/user/kdqoy71697dvq7q30l3jmn1kn,197,,False,https://mosaic.scdn.co/640/ab67616d0000b273279683be25f4e12a52a13b71ab67616d0000b2739c9f1a8f76a21232c97f6fa6ab67616d0000b273c0142785100dae2ea5f1ce93ab67616d0000b273c52162f54aa26ff5bc52560a
23,for when a pet dies.,https://open.spotify.com/playlist/5caMVjzB6rpfcxxrKgaSux,5caMVjzB6rpfcxxrKgaSux,1038,58,0,enbysadness,https://open.spotify.com/user/2k6owp7i91d9b1wowfgswbhnz,58,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb19aed3bb4806631ab73db58f
24,Grief Worship 💔,https://open.spotify.com/playlist/6hyQ7tUArPuFDCJhZOPaN9,6hyQ7tUArPuFDCJhZOPaN9,481,28,0,hayleemaz,https://open.spotify.com/user/hayleemaz,28,,False,https://mosaic.scdn.co/640/ab67616d0000b27343086d43c41dbfc2f7117456ab67616d0000b2734be87bff2cf4b2874f58eb84ab67616d0000b27350ea433465b51df6d43194fdab67616d0000b27375e47b1c1504f3a47fbf1e38
25,Grief.,https://open.spotify.com/playlist/5Zi7DV3BXB5dPh7ba6B7T2,5Zi7DV3BXB5dPh7ba6B7T2,1079,74,0,slash,https://open.spotify.com/user/31eccsm3sltbjeg65u6ygtuwgscu,74,when the world is cracking beneath your feet ,False,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000bebb981240b47ad777929249c7f6
26,5 stages of grief ,https://open.spotify.com/playlist/15kLC0y98ejr1Ii6N0dZwj,15kLC0y98ejr1Ii6N0dZwj,1618,478,0,roxanna,https://open.spotify.com/user/k6uiz5wqwy614of087rw9cmdq,478,"Goodbye, I’ll remember you all in therapy.",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb7a4c00925fc614b752a098d2
27,Good Grief Netflix Soundtrack,https://open.spotify.com/playlist/6PiBS3ohpSDABbK8GrHzAa,6PiBS3ohpSDABbK8GrHzAa,12621,35,0,Lucky Streak Music,https://open.spotify.com/user/s6tp4knrznt3fw4xayi4sszng,35,Good Grief Netflix Soundtrack music from and inspired by the movie Good Grief Netflix OST playlist 2023,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb87ba5054827c1bfa5ef69025
28,Grief & Mourning Songs ,https://open.spotify.com/playlist/026hM6esNwVC4sj4rMJkNl,026hM6esNwVC4sj4rMJkNl,360,52,0,Jennifer,https://open.spotify.com/user/12186185771,52,Songs in English &amp; Spanish about losing &#x2F; missing a loved one.   “Tears are the silent language of grief.”,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb5eef49c9fb7f67e981ab7b47
29,"what is grief, if not love persevering?",https://open.spotify.com/playlist/0d5ON9dEYsK6h2uRH2w0VT,0d5ON9dEYsK6h2uRH2w0VT,2712,128,0,brynn_soulakis,https://open.spotify.com/user/zcdqcrp3vfxl79mbawefus5w3,128,sad vibes inspired by wandavision &lt;3 **THIS IS SO OLD 😭**,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb56c94a8fd6a3da6f2eee1301
30,Songs about mom/loss/grief,https://open.spotify.com/playlist/0TU3dYDz5iq07NwyF8jjGQ,0TU3dYDz5iq07NwyF8jjGQ,77,28,0,jennkat0486,https://open.spotify.com/user/jennkat0486,28,,False,https://mosaic.scdn.co/640/ab67616d0000b2730e9be11b22c7140f3d93554dab67616d0000b2736036cfd2a718036fc523855fab67616d0000b273a984601251814dc4ffec3c67ab67616d0000b273efa26d6743ecf9c2a9681449
31,"Sad, Grief, Funeral Songs",https://open.spotify.com/playlist/0qoo10mQGblw4LbHsFz6Fu,0qoo10mQGblw4LbHsFz6Fu,1058,106,0,Elizarotherham,https://open.spotify.com/user/31condyv23ai7iiseqzbfh7o4zpe,106,,False,https://mosaic.scdn.co/640/ab67616d0000b2734e5df11b17b2727da2b718d8ab67616d0000b27364057b17948fa0b63f3f4767ab67616d0000b27394c9217a398f5174757c0c78ab67616d0000b273991f6658282ef028f93b11e0
32,taylor swift songs about grief,https://open.spotify.com/playlist/02Y7YY5JzoHsIteqUhBFhv,02Y7YY5JzoHsIteqUhBFhv,270,5,0,tatum fettig,https://open.spotify.com/user/tatumfettig,5,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebba5f5224c55a3a5e9c9c38633
33,i'd be the voice that urged orpheus when her body was found,https://open.spotify.com/playlist/4TX2Iejlsk4U9JI7E3KxAt,4TX2Iejlsk4U9JI7E3KxAt,267,100,0,pauline,https://open.spotify.com/user/yor22zigt1xjazdq3x2h17ydw,100,"i&#x27;d be the choiceless hope in grief that drove him underground, the dreadful need in the devotee that made him turn around :)))))",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb76d575a0def2494e3836d91a
34,Grief,https://open.spotify.com/playlist/2s7gHUJn5JONzfyG4JMRD5,2s7gHUJn5JONzfyG4JMRD5,30,23,0,Sonic Chamber,https://open.spotify.com/user/31s4qx4txeva3hgkvvmeip2mxxpe,23,hope this can feel like warm hug that you may need during trying times. Love you &lt;3,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbce2eecc5702bf689227f904e
35,Pet Loss and Grief,https://open.spotify.com/playlist/6iPEeJ7sRReBGkf322DhyS,6iPEeJ7sRReBGkf322DhyS,434,29,0,Molly,https://open.spotify.com/user/1224066973,29,,False,https://mosaic.scdn.co/640/ab67616d0000b2732f9b47bdc2b1c7cae7b014afab67616d0000b2739469c3ab051994ec802574a6ab67616d0000b273a7a7f6236a9219ffc8e9054cab67616d0000b273dc3ece2660041de290661284
36,Country mourning/grief songs,https://open.spotify.com/playlist/09Kgi6PKTUEKC6AR7DYI3m,09Kgi6PKTUEKC6AR7DYI3m,1107,73,0,ffoflonker,https://open.spotify.com/user/ffoflonker,73,,False,https://mosaic.scdn.co/640/ab67616d0000b2731b2da43c63f8480488f10c73ab67616d0000b2736eabd7ac8ca69e3e977f6236ab67616d0000b273a181a1b7cfa51375ae7b2a97ab67616d0000b273aa6b03f85a0f2cb16e88ec0c
37,💔Christian Hope After Grief 💔,https://open.spotify.com/playlist/6Up997bGuLPXvGlc9PVF1Z,6Up997bGuLPXvGlc9PVF1Z,1048,54,0,DJ Sasch 😎,https://open.spotify.com/user/mscluelyss,54,,False,https://mosaic.scdn.co/640/ab67616d0000b2730cfe64241408d26a2b5c041eab67616d0000b27331990f9c8b504365d9d3a647ab67616d0000b27372b7a20271dbdee3eceb308eab67616d0000b27384e66b73e6cbd34573f85e21
38,Baby Loss & Grief,https://open.spotify.com/playlist/0DRSuU7c9qUrc1z9Vu4T0i,0DRSuU7c9qUrc1z9Vu4T0i,603,104,0,Zoe Clark-Coates,https://open.spotify.com/user/1159281209,104,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb4610de18c9540ffb30e2cd38
39,taylor swift: grief,https://open.spotify.com/playlist/28Ffmoq1ZtNzPxGRGDrJkD,28Ffmoq1ZtNzPxGRGDrJkD,314,25,0,karly,https://open.spotify.com/user/rlnwjuk7k7s232v83q7cyczgz,25,if i play any of these songs in front of you and i’m not singing along..call my therapist,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb7f565e6cc0c8816afafbe24e
40,Piano for Healing ,https://open.spotify.com/playlist/37i9dQZF1DX65caF1CvtIN,37i9dQZF1DX65caF1CvtIN,42648,160,0,Spotify,https://open.spotify.com/user/spotify,160,Quiet piano for hope and acceptance in times of hardship.,False,https://i.scdn.co/image/ab67706f0000000346ce8f7706672adb5a9d0a45
41,"Grief, Lament, and Hope",https://open.spotify.com/playlist/7sqrLLS7Zx3R6BeCn3bL98,7sqrLLS7Zx3R6BeCn3bL98,712,35,0,Cornerstone Church of Ames,https://open.spotify.com/user/cornerstoneamesspotify,35,Songs for hurting Christians who have encountered tragedy,False,https://mosaic.scdn.co/640/ab67616d0000b27302b523ca29c73d537bcf98beab67616d0000b2730954a80d37e43ccc32fd34a1ab67616d0000b2737fc5277fc62583afddd7de6dab67616d0000b2738b585a307ba0e34c40213f85
42,Grief Country,https://open.spotify.com/playlist/59T9WxUvekh90uCzuIMChE,59T9WxUvekh90uCzuIMChE,312,84,0,Cait Spaak,https://open.spotify.com/user/31c3r5lpe2trbzx24pdhi3iva6gq,84,"If you save this playlist because you can relate to grief and loss of a loved one, I feel you, and I am sorry you are hurting💔",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb8cf412ea189b9d0cc12f0567
43,"Grief, Comfort and Hope in Christ",https://open.spotify.com/playlist/1zf2K8du9o0h1CJ02575qV,1zf2K8du9o0h1CJ02575qV,790,43,0,Lisa Appelo,https://open.spotify.com/user/6gyaz6rmbkecol5wzorhzghmv,43,"Christian Songs to comfort in grief, to lament the loss of a loved one and to find hope that God will bring you through deep ache of loss. ",False,https://mosaic.scdn.co/640/ab67616d0000b2732c1de1dd10892c5caf158345ab67616d0000b273565991bf9aae84d47acd5697ab67616d0000b273b6016916de0b5418fd19cadcab67616d0000b273c6a09e0bbefefe1fffc48cae
44,Christian Songs for Grief Loss ,https://open.spotify.com/playlist/5iQhkFmzPswGs6woOI8k0h,5iQhkFmzPswGs6woOI8k0h,297,80,0,Jeff Pinkleton,https://open.spotify.com/user/1219680521,80,,False,https://mosaic.scdn.co/640/ab67616d0000b27332f09db90dc7e9e00eaf1992ab67616d0000b273e8d91f1d1ee0de2a9611d3cdab67616d0000b273f39331417cfff8b34ae16f14ab67616d0000b273fd174d57d661f4718ac3e225
45,"Christian Songs for Funerals, Grief & Loss",https://open.spotify.com/playlist/2mt9VfZQs1wcem3mBW7ytl,2mt9VfZQs1wcem3mBW7ytl,731,39,0,Steve,https://open.spotify.com/user/bn1tnrr1iashdn11yt9nyivw0,39,"A Christian playlist with worship songs and items for those dealing with grief and loss - or looking for a song for a funeral, memorial or celebration of life service. ",False,https://mosaic.scdn.co/640/ab67616d0000b273097df967ff9076aafe2b03edab67616d0000b2732509fb6ffa60b90425e0fe4aab67616d0000b2733deaee5f76ab2da15dd8db86ab67616d0000b2735045926870979e9b15dbdb42
46,ldr core,https://open.spotify.com/playlist/2HZjRbFiTrbasZNRs6vcEU,2HZjRbFiTrbasZNRs6vcEU,2610,134,0,k7act,https://open.spotify.com/user/s3mdqm7ya3ynjqdaoy5dthcx8,134,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb6e45a6c807f9e24e67bf8595
47,the angry stage of grief,https://open.spotify.com/playlist/6HKrC8GwyjFWGoD2hgyENH,6HKrC8GwyjFWGoD2hgyENH,2391,87,0,ally,https://open.spotify.com/user/scazxd82v4zh5nsim89imxsnb,87,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbd038c29c0c2780fccc3c5597
48,United In Grief Radio,https://open.spotify.com/playlist/37i9dQZF1E8OqWQahmRxx7,37i9dQZF1E8OqWQahmRxx7,2407,50,0,Spotify,https://open.spotify.com/user/spotify,50,"With Kendrick Lamar, A$AP Rocky, J. Cole, Tyler, The Creator and more",False,https://seeded-session-images.scdn.co/v2/img/122/secondary/track/5Gt9bxniM1SxN61yRzRhXL/en
49,Mother Mother - Grief Chapter,https://open.spotify.com/playlist/0s3ize2qcUPF4uwLyzAJyb,0s3ize2qcUPF4uwLyzAJyb,21938,157,0,Mother Mother,https://open.spotify.com/user/mother_mother,157,All of our music in one place. Our new album &quot;Grief Chapter&quot; is out now!,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb156a0bbc7d2d18309cd8445c
50,r/indieheads Songs about grief,https://open.spotify.com/playlist/75iLQBtbPvM98hnFU79nLv,75iLQBtbPvM98hnFU79nLv,48,83,0,Padraig Finnerty,https://open.spotify.com/user/1155694961,83,Created with Spotlistr - www.spotlistr.com,False,https://mosaic.scdn.co/640/ab67616d0000b27332a8498ea892ccd4fcf3f6cfab67616d0000b273820e2ac14772ae3162c6d479ab67616d0000b273e280ed04a8e7cf1ad8acf4adab67616d0000b273e9e262c288b2e13e8f81d2ae
51,Netflix's most PLAYED,https://open.spotify.com/playlist/37i9dQZF1DXc88qbKkzeR0,37i9dQZF1DXc88qbKkzeR0,68261,22,0,Spotify,https://open.spotify.com/user/spotify,22,Curated by Dan Levy. Watch Good Grief now on Netflix.,False,https://i.scdn.co/image/ab67706f00000003d232124dfe25b25e3b319eac
52,Grieving my dead dad… oof,https://open.spotify.com/playlist/6QwZN9jJ4nrBXSXpjWpj10,6QwZN9jJ4nrBXSXpjWpj10,1775,46,0,fearneogormley,https://open.spotify.com/user/feanreogormley,46,"For all my bad bitties who have also lost their dads, it never goes aways but slowly hurts less. keep your head up love you are doing great. I love you all ❤️",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbad5b0b7a65da397a17279e74
53,The Shrinking Playlist,https://open.spotify.com/playlist/5FjlXRlGyF9tlIbOLwK4R1,5FjlXRlGyF9tlIbOLwK4R1,1720,50,0,silentfire53689,https://open.spotify.com/user/silentfire53689,50,"&quot;Are you gonna let your grief drown you, or are you gonna face it and come through the other side?&quot; - Music from the Apple TV+ Series &#x27;Shrinking&#x27;",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb710680bda0f8dfb4cf9af230
54,Sad Crying Mix,https://open.spotify.com/playlist/37i9dQZF1EIdChYeHNDfK5,37i9dQZF1EIdChYeHNDfK5,0,50,0,Spotify,https://open.spotify.com/user/spotify,50,Sad Crying music picked just for you,False,https://seed-mix-image.spotifycdn.com/v6/img/desc/Sad%20Crying/en/large
55,Songs About Death,https://open.spotify.com/playlist/6iiqJtVWvrbjDCXmoAngol,6iiqJtVWvrbjDCXmoAngol,547,128,0,Martynas Gedvila,https://open.spotify.com/user/screamas,128,"Mortality, loss, grief, afterlife, and eternal nothingness. Rock&#x27;n&#x27;roll!",False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb41bb77e6714b60fcf8e5189b
56,Songs for when you’re grieving for someone you have lost. 🤍,https://open.spotify.com/playlist/4hR18kqtK4dHX9isef4F5W,4hR18kqtK4dHX9isef4F5W,242,89,0,Zay,https://open.spotify.com/user/oys4n3xo7doncz9eq9rpnvj7w,89,,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebbe7d7d67d4e44cdd57f6afbe8
57,Grief Processing Meditation ,https://open.spotify.com/playlist/2SsPBX2b0ICGi42k7b335Y,2SsPBX2b0ICGi42k7b335Y,88,10,0,Elkristof,https://open.spotify.com/user/4clkrym2txt567w38kulvxj5r,10,,False,https://mosaic.scdn.co/640/ab67616d0000b2735957ecd048caf1ce550c55efab67616d0000b2735ca682de87d79418934e4e05ab67616d0000b273b3b8af884bf0f8352cb9105dab67616d0000b273bfa3428f0ca3af175cd319d1
58,Classics For Crying,https://open.spotify.com/playlist/37i9dQZF1DX15JKV0q7shD,37i9dQZF1DX15JKV0q7shD,176417,75,0,Spotify,https://open.spotify.com/user/spotify,75,Those quintessential sad songs that everyone knows. ,False,https://i.scdn.co/image/ab67706f00000003d0169952d5c817ee9a50f287
59,best funeral songs,https://open.spotify.com/playlist/0tFEnKpaqod3mmKj5bWvJN,0tFEnKpaqod3mmKj5bWvJN,3693,130,0,nel,https://open.spotify.com/user/levimbony26,130,&quot;I turned around and the water was closing around me&quot;,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb9522c9c3e862d12ba50119fd
60,Instrumental for Grief,https://open.spotify.com/playlist/3lhqOUr435DsJBnZGNgEH0,3lhqOUr435DsJBnZGNgEH0,96,78,0,Mara Suttmann-Lea,https://open.spotify.com/user/12148364497,78,,False,https://mosaic.scdn.co/640/ab67616d0000b2734970794c637847b26f4d8bfcab67616d0000b2734f48bd532d188d4a31223396ab67616d0000b2737e0322d3c22f7ee009dc7aa2ab67616d0000b273e2821b1458ab996fdf2c47ad
61,Songs about Grief and Dying,https://open.spotify.com/playlist/7pJmknNvoPVbNHKOHwL1mm,7pJmknNvoPVbNHKOHwL1mm,589,98,0,Heather Capuano,https://open.spotify.com/user/1246050718,98,,False,https://mosaic.scdn.co/640/ab67616d0000b27349aaf14f0936159764cd728aab67616d0000b2735726e327fd968a6fb5974350ab67616d0000b273c985bcc18dd81da80839e5a9ab67616d0000b273e4ee0b5723e58f8e8b651fdd
62,Missing Someone in Heaven,https://open.spotify.com/playlist/2gaIDwG3ubuh0an3ZPXyU9,2gaIDwG3ubuh0an3ZPXyU9,11258,57,0,keirajeannine,https://open.spotify.com/user/keirajeannine,57,,False,https://mosaic.scdn.co/640/ab67616d0000b273279683be25f4e12a52a13b71ab67616d0000b2733deaee5f76ab2da15dd8db86ab67616d0000b2734ad6e5838f15401ff7d62856ab67616d0000b273ba5db46f4b838ef6027e6f96
63,The Grief Playlist,https://open.spotify.com/playlist/4BTczhNEhozscFgVVcxNlR,4BTczhNEhozscFgVVcxNlR,748,49,0,Sarah Sparks,https://open.spotify.com/user/121436318,49,A playlist for when God says no. Good songs for grief and lament.,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb330e81c8b9a55ce0c28c277a
64,Mourning / Remembering / Grieving,https://open.spotify.com/playlist/2KX5ukWccSyzuz8lqM7uGe,2KX5ukWccSyzuz8lqM7uGe,505,27,0,Winkey,https://open.spotify.com/user/31vrr2onpux6d4hi3pphwg5s6b2q,27,With this Playlist I remember and mourn my wonderful dog Mitra who passed away on 2nd June 2022,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb2507e3f92f4ed18703e3f116
65,Songs for grieving/losing loved ones,https://open.spotify.com/playlist/1YCK1vKDgtaySzB0uxTxrA,1YCK1vKDgtaySzB0uxTxrA,2329,98,0,H,https://open.spotify.com/user/zgf06ztlycm8q3jthfiuf0m7p,98,I’m sorry for your loss. I hope this playlist will help you find some comfort like it did for me.,False,https://mosaic.scdn.co/640/ab67616d0000b27336e44ac138237ba6fcec622fab67616d0000b273ba5db46f4b838ef6027e6f96ab67616d0000b273bc7ddb77993dd1d8d19c22a2ab67616d0000b273c60473419a4ce96822541181
66,see you again at the rainbow bridge <3,https://open.spotify.com/playlist/5LoeMk9EWtoVr09VIReuXP,5LoeMk9EWtoVr09VIReuXP,325,23,0,bobapoppin,https://open.spotify.com/user/panda5283,23,have the most fun in paradise buddy i miss you so much,False,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000bebb5a8d323116bd8c6424d4ac10
67,Music for Grief Playlist,https://open.spotify.com/playlist/6QRFDQwMQpuEjLmg3Bpim7,6QRFDQwMQpuEjLmg3Bpim7,634,450,0,Lindsay Joy,https://open.spotify.com/user/p7za1ezwb12xdd9h4f4c4zgfg,450,Songs for when you need a good cry.,False,https://mosaic.scdn.co/640/ab67616d0000b27343411fcfe3cf81720b1badf8ab67616d0000b273452e18e0a213a15cb09908f2ab67616d0000b27379f4634fb70ffbbbbb6eb18bab67616d0000b273bc49247648f020f493c3449c
